sample_uid	sample_token	gse_id	cancer_type	candidate_policy	input_cells	candidate_cells	reference_cells	infercnv_status	infercnv_output_rows	copykat_status	copykat_output_rows	mapped_cells	unmapped_cells	duplicate_or_conflict_cells
GSE222315|p9_BCa	GSE222315_p9_BCa_b0fff3ce5ec0	GSE222315	Bladder cancer	epithelial_solid_default	6691	5906	267	success	5906	success	5906	6691	0	0
GSE161529|GSM4909253_N-PM0092-Total	GSE161529_GSM4909253_N-PM0092-Total_025ae380e310	GSE161529	Breast cancer	epithelial_solid_default	4427	3586	458	success	3586	success	3586	4427	0	0
GSE161529|GSM4909254_N-PM0019-Total	GSE161529_GSM4909254_N-PM0019-Total_9a9c654c5456	GSE161529	Breast cancer	epithelial_solid_default	6229	4150	110	success	4150	success	4150	6229	0	0
GSE161529|GSM4909255_N-N280-Epi	GSE161529_GSM4909255_N-N280-Epi_2d619c4edea7	GSE161529	Breast cancer	epithelial_solid_default	1108	897	33	skipped_insufficient_cells	0	success	897	1108	0	0
GSE161529|GSM4909256_N-PM0095-Epi	GSE161529_GSM4909256_N-PM0095-Epi_6ce419d442c4	GSE161529	Breast cancer	epithelial_solid_default	7703	6563	70	success	6563	success	6563	7703	0	0
GSE161529|GSM4909257_N-PM0095-Total	GSE161529_GSM4909257_N-PM0095-Total_1c470cdcf9ae	GSE161529	Breast cancer	epithelial_solid_default	4831	2169	78	success	2169	success	2169	4831	0	0
GSE161529|GSM4909258_N-NF-Epi	GSE161529_GSM4909258_N-NF-Epi_b000db28f609	GSE161529	Breast cancer	epithelial_solid_default	2842	2453	192	success	2453	success	2453	2842	0	0
GSE161529|GSM4909259_N-NE-Epi	GSE161529_GSM4909259_N-NE-Epi_5b8620918914	GSE161529	Breast cancer	epithelial_solid_default	3017	2862	30	skipped_insufficient_cells	0	success	2862	3017	0	0
GSE161529|GSM4909260_N-N1105-Epi	GSE161529_GSM4909260_N-N1105-Epi_fb5973f98896	GSE161529	Breast cancer	epithelial_solid_default	4888	3700	76	success	3700	success	3700	4888	0	0
GSE161529|GSM4909261_N-PM0230-Total	GSE161529_GSM4909261_N-PM0230-Total_6c1b56e40fea	GSE161529	Breast cancer	epithelial_solid_default	3298	894	55	success	894	success	894	3298	0	0
GSE161529|GSM4909262_N-MH0064-Epi	GSE161529_GSM4909262_N-MH0064-Epi_99e1fa4e7457	GSE161529	Breast cancer	epithelial_solid_default	4730	3868	59	success	3868	success	3868	4730	0	0
GSE161529|GSM4909263_N-MH0064-Total	GSE161529_GSM4909263_N-MH0064-Total_6d02623c282e	GSE161529	Breast cancer	epithelial_solid_default	1242	699	222	success	699	success	699	1242	0	0
GSE161529|GSM4909264_N-N1B-Epi	GSE161529_GSM4909264_N-N1B-Epi_8e81f4d79aec	GSE161529	Breast cancer	epithelial_solid_default	1775	1672	59	success	1672	success	1672	1775	0	0
GSE161529|GSM4909265_N-PM0233-Total	GSE161529_GSM4909265_N-PM0233-Total_2c5edca32a71	GSE161529	Breast cancer	epithelial_solid_default	5165	2276	300	success	2276	success	2276	5165	0	0
GSE161529|GSM4909266_N-MH0169-Total	GSE161529_GSM4909266_N-MH0169-Total_20b57fa778db	GSE161529	Breast cancer	epithelial_solid_default	4197	728	618	success	728	success	728	4197	0	0
GSE161529|GSM4909267_N-MH0023-Epi	GSE161529_GSM4909267_N-MH0023-Epi_a0adc9ffd725	GSE161529	Breast cancer	epithelial_solid_default	2704	2532	18	skipped_insufficient_cells	0	success	2532	2704	0	0
GSE161529|GSM4909268_N-MH0023-Total	GSE161529_GSM4909268_N-MH0023-Total_f58ae6e97664	GSE161529	Breast cancer	epithelial_solid_default	6200	4661	67	success	4661	success	4661	6200	0	0
GSE161529|GSM4909269_N-PM0342-Epi	GSE161529_GSM4909269_N-PM0342-Epi_f5f6e6a0592e	GSE161529	Breast cancer	epithelial_solid_default	7376	7038	59	success	7038	success	7038	7376	0	0
GSE161529|GSM4909270_N-PM0342-Total	GSE161529_GSM4909270_N-PM0342-Total_37fbbc5d1f55	GSE161529	Breast cancer	epithelial_solid_default	8810	4819	105	success	4819	success	4819	8810	0	0
GSE161529|GSM4909271_N-MH288-Total	GSE161529_GSM4909271_N-MH288-Total_8ccd04c26715	GSE161529	Breast cancer	epithelial_solid_default	1830	994	282	success	994	success	994	1830	0	0
GSE161529|GSM4909272_N-MH0021-Total	GSE161529_GSM4909272_N-MH0021-Total_542bf98817b4	GSE161529	Breast cancer	epithelial_solid_default	2452	1239	247	success	1239	success	1239	2452	0	0
GSE161529|GSM4909273_N-MH275-Epi	GSE161529_GSM4909273_N-MH275-Epi_bb285b9ec2b5	GSE161529	Breast cancer	epithelial_solid_default	5952	5771	20	skipped_insufficient_cells	0	success	5771	5952	0	0
GSE161529|GSM4909274_N-MH275-Total	GSE161529_GSM4909274_N-MH275-Total_867a39526b6a	GSE161529	Breast cancer	epithelial_solid_default	1454	977	215	success	977	success	977	1454	0	0
GSE161529|GSM4909275_N-PM0372-Epi	GSE161529_GSM4909275_N-PM0372-Epi_806cd0d9a94d	GSE161529	Breast cancer	epithelial_solid_default	10717	10290	78	success	10290	success	10290	10717	0	0
GSE161529|GSM4909276_N-PM0372-Total	GSE161529_GSM4909276_N-PM0372-Total_1decdb19cfde	GSE161529	Breast cancer	epithelial_solid_default	3763	2072	178	success	2072	success	2072	3763	0	0
GSE161529|GSM4909277_B1-KCF0894	GSE161529_GSM4909277_B1-KCF0894_0aec6c158d79	GSE161529	Breast cancer	epithelial_solid_default	7262	3042	113	success	3042	success	3042	7262	0	0
GSE161529|GSM4909278_B1-MH0033	GSE161529_GSM4909278_B1-MH0033_3d772c4c0446	GSE161529	Breast cancer	epithelial_solid_default	5923	1431	86	success	1431	success	1431	5923	0	0
GSE161529|GSM4909279_B1-MH0023	GSE161529_GSM4909279_B1-MH0023_e3b81e5b94de	GSE161529	Breast cancer	epithelial_solid_default	4935	2187	99	success	2187	success	2187	4935	0	0
GSE161529|GSM4909280_B1-MH0090	GSE161529_GSM4909280_B1-MH0090_e1a326022563	GSE161529	Breast cancer	epithelial_solid_default	4923	250	489	success	250	success	250	4923	0	0
GSE161529|GSM4909281_TN-MH0126	GSE161529_GSM4909281_TN-MH0126_dd269b52d405	GSE161529	Breast cancer	epithelial_solid_default	2586	1168	940	success	1168	success	1168	2586	0	0
GSE161529|GSM4909282_TN-MH0135	GSE161529_GSM4909282_TN-MH0135_6c57bb7fba8b	GSE161529	Breast cancer	epithelial_solid_default	14939	8754	540	success	8754	success	8754	14939	0	0
GSE161529|GSM4909283_TN-SH0106	GSE161529_GSM4909283_TN-SH0106_104c376f391f	GSE161529	Breast cancer	epithelial_solid_default	886	54	512	success	54	skipped_insufficient_cells	0	886	0	0
GSE161529|GSM4909284_TN-MH0114-T2	GSE161529_GSM4909284_TN-MH0114-T2_b659039da987	GSE161529	Breast cancer	epithelial_solid_default	1544	142	1113	success	142	skipped_insufficient_cells	0	1544	0	0
GSE161529|GSM4909285_TN-B1-MH4031	GSE161529_GSM4909285_TN-B1-MH4031_084480f3c343	GSE161529	Breast cancer	epithelial_solid_default	5241	5164	53	success	5164	success	5164	5241	0	0
GSE161529|GSM4909286_TN-B1-MH0131	GSE161529_GSM4909286_TN-B1-MH0131_3a6618499176	GSE161529	Breast cancer	epithelial_solid_default	5340	5155	52	success	5155	success	5155	5340	0	0
GSE161529|GSM4909287_TN-B1-Tum0554	GSE161529_GSM4909287_TN-B1-Tum0554_5ce0d1a08fb2	GSE161529	Breast cancer	epithelial_solid_default	5786	1151	2391	success	1151	success	1151	5786	0	0
GSE161529|GSM4909288_TN-B1-MH0177	GSE161529_GSM4909288_TN-B1-MH0177_5a53c137271a	GSE161529	Breast cancer	epithelial_solid_default	14338	462	9200	success	462	success	462	14338	0	0
GSE161529|GSM4909289_HER2-AH0308	GSE161529_GSM4909289_HER2-AH0308_49c3af8289e6	GSE161529	Breast cancer	epithelial_solid_default	3887	3179	434	success	3179	success	3179	3887	0	0
GSE161529|GSM4909290_HER2-PM0337	GSE161529_GSM4909290_HER2-PM0337_d8cada1d9194	GSE161529	Breast cancer	epithelial_solid_default	11083	3365	5815	success	3365	success	3365	11083	0	0
GSE161529|GSM4909291_HER2-MH0031	GSE161529_GSM4909291_HER2-MH0031_c9945e56497c	GSE161529	Breast cancer	epithelial_solid_default	3961	1523	713	success	1523	success	1523	3961	0	0
GSE161529|GSM4909292_HER2-MH0069	GSE161529_GSM4909292_HER2-MH0069_1c135fa3c5cd	GSE161529	Breast cancer	epithelial_solid_default	525	154	203	success	154	skipped_insufficient_cells	0	525	0	0
GSE161529|GSM4909293_HER2-MH0161	GSE161529_GSM4909293_HER2-MH0161_e6b14d21f8bc	GSE161529	Breast cancer	epithelial_solid_default	4523	3978	267	success	3978	success	3978	4523	0	0
GSE161529|GSM4909294_HER2-MH0176	GSE161529_GSM4909294_HER2-MH0176_a53d3021c983	GSE161529	Breast cancer	epithelial_solid_default	17207	5687	7884	success	5687	success	5687	17207	0	0
GSE161529|GSM4909295_ER-AH0319	GSE161529_GSM4909295_ER-AH0319_d7bc565d1965	GSE161529	Breast cancer	epithelial_solid_default	2779	567	1384	success	567	success	567	2779	0	0
GSE161529|GSM4909296_ER-MH0001	GSE161529_GSM4909296_ER-MH0001_79ea82a92b1d	GSE161529	Breast cancer	epithelial_solid_default	7259	5315	356	success	5315	success	5315	7259	0	0
GSE161529|GSM4909297_ER-MH0125	GSE161529_GSM4909297_ER-MH0125_f986fe589f76	GSE161529	Breast cancer	epithelial_solid_default	7249	6145	291	success	6145	success	6145	7249	0	0
GSE161529|GSM4909298_ER-PM0360	GSE161529_GSM4909298_ER-PM0360_700f93576365	GSE161529	Breast cancer	epithelial_solid_default	6059	1878	3058	success	1878	success	1878	6059	0	0
GSE161529|GSM4909299_ER-MH0114-T3	GSE161529_GSM4909299_ER-MH0114-T3_e6dadcd5037d	GSE161529	Breast cancer	epithelial_solid_default	7591	5697	532	success	5697	success	5697	7591	0	0
GSE161529|GSM4909300_ER-MH0032	GSE161529_GSM4909300_ER-MH0032_f39e02205b68	GSE161529	Breast cancer	epithelial_solid_default	1061	527	158	success	527	success	527	1061	0	0
GSE161529|GSM4909301_ER-MH0042	GSE161529_GSM4909301_ER-MH0042_291acf6afab3	GSE161529	Breast cancer	epithelial_solid_default	5217	2898	1518	success	2898	success	2898	5217	0	0
GSE161529|GSM4909302_ER-MH0025	GSE161529_GSM4909302_ER-MH0025_afc87eada2f2	GSE161529	Breast cancer	epithelial_solid_default	7562	3939	394	success	3939	success	3939	7562	0	0
GSE161529|GSM4909303_ER-MH0151	GSE161529_GSM4909303_ER-MH0151_aad56d72bf9a	GSE161529	Breast cancer	epithelial_solid_default	2421	746	797	success	746	success	746	2421	0	0
GSE161529|GSM4909304_ER-MH0163	GSE161529_GSM4909304_ER-MH0163_cf23c4615843	GSE161529	Breast cancer	epithelial_solid_default	5623	5182	239	success	5182	success	5182	5623	0	0
GSE161529|GSM4909305_ER-MH0029-7C	GSE161529_GSM4909305_ER-MH0029-7C_db0ee654d109	GSE161529	Breast cancer	epithelial_solid_default	2993	2307	347	success	2307	success	2307	2993	0	0
GSE161529|GSM4909306_ER-MH0029-9C	GSE161529_GSM4909306_ER-MH0029-9C_60f0d642f3ef	GSE161529	Breast cancer	epithelial_solid_default	7043	6621	178	success	6621	success	6621	7043	0	0
GSE161529|GSM4909307_ER-MH0040	GSE161529_GSM4909307_ER-MH0040_a73b41369786	GSE161529	Breast cancer	epithelial_solid_default	5834	5476	143	success	5476	success	5476	5834	0	0
GSE161529|GSM4909308_ER-MH0040-LN	GSE161529_GSM4909308_ER-MH0040-LN_e34a8d5e8bf2	GSE161529	Breast cancer	epithelial_solid_default	5520	4967	195	success	4967	success	4967	5520	0	0
GSE161529|GSM4909309_ER-MH0043-T	GSE161529_GSM4909309_ER-MH0043-T_ebe3a8f3707f	GSE161529	Breast cancer	epithelial_solid_default	3737	2666	557	success	2666	success	2666	3737	0	0
GSE161529|GSM4909310_ER-MH0043-LN	GSE161529_GSM4909310_ER-MH0043-LN_d6e2ebdf2424	GSE161529	Breast cancer	epithelial_solid_default	503	440	50	success	440	success	440	503	0	0
GSE161529|GSM4909311_ER-MH0056-T	GSE161529_GSM4909311_ER-MH0056-T_e4afe663adb0	GSE161529	Breast cancer	epithelial_solid_default	3195	3005	50	success	3005	success	3005	3195	0	0
GSE161529|GSM4909312_ER-MH0056-LN	GSE161529_GSM4909312_ER-MH0056-LN_69cbc1ea25d9	GSE161529	Breast cancer	epithelial_solid_default	7106	6918	87	success	6918	success	6918	7106	0	0
GSE161529|GSM4909313_ER-MH0064-T	GSE161529_GSM4909313_ER-MH0064-T_0f2d09e5f02f	GSE161529	Breast cancer	epithelial_solid_default	3978	3390	191	success	3390	success	3390	3978	0	0
GSE161529|GSM4909314_ER-MH0064-LN	GSE161529_GSM4909314_ER-MH0064-LN_0dfcda2cba1c	GSE161529	Breast cancer	epithelial_solid_default	2392	431	1172	success	431	success	431	2392	0	0
GSE161529|GSM4909315_ER-MH0167-T	GSE161529_GSM4909315_ER-MH0167-T_b0382945605e	GSE161529	Breast cancer	epithelial_solid_default	11484	5441	4004	success	5441	success	5441	11484	0	0
GSE161529|GSM4909316_ER-MH0167-LN	GSE161529_GSM4909316_ER-MH0167-LN_d43afa425281	GSE161529	Breast cancer	epithelial_solid_default	4842	669	3125	success	669	success	669	4842	0	0
GSE161529|GSM4909317_ER-MH0173-T	GSE161529_GSM4909317_ER-MH0173-T_1dcedd7ac2d5	GSE161529	Breast cancer	epithelial_solid_default	6968	2654	2490	success	2654	success	2654	6968	0	0
GSE161529|GSM4909318_ER-MH0173-LN	GSE161529_GSM4909318_ER-MH0173-LN_3d9d159e5a34	GSE161529	Breast cancer	epithelial_solid_default	3070	863	1220	success	863	success	863	3070	0	0
GSE161529|GSM4909319_mER-PM0178	GSE161529_GSM4909319_mER-PM0178_9e809fa242d9	GSE161529	Breast cancer	epithelial_solid_default	7417	6159	477	success	6159	skipped_algorithm_data_limitation	6159	7417	0	0
GSE161529|GSM4909320_mER-MH0068-T	GSE161529_GSM4909320_mER-MH0068-T_c5e7b8ae31e4	GSE161529	Breast cancer	epithelial_solid_default	911	863	14	skipped_insufficient_cells	0	success	863	911	0	0
GSE161529|GSM4909321_mER-MH0068-LN	GSE161529_GSM4909321_mER-MH0068-LN_ae40e3f26c39	GSE161529	Breast cancer	epithelial_solid_default	4754	4703	12	skipped_insufficient_cells	0	success	4703	4754	0	0
GSE261774|GSE261774__GSM8151500_BC17079_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151500_BC17079_filtered_feature_bc_matr_368fa13bf0d0	GSE261774	Breast cancer	epithelial_solid_default	1945	20	1576	skipped_insufficient_cells	0	skipped_insufficient_cells	0	1945	0	0
GSE261774|GSE261774__GSM8151501_BC17080_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151501_BC17080_filtered_feature_bc_matr_d8982a122bf6	GSE261774	Breast cancer	epithelial_solid_default	2662	6	2160	skipped_insufficient_cells	0	skipped_insufficient_cells	0	2662	0	0
GSE261774|GSE261774__GSM8151502_BC17083_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151502_BC17083_filtered_feature_bc_matr_af381d5c265c	GSE261774	Breast cancer	epithelial_solid_default	243	35	187	success	35	skipped_insufficient_cells	0	243	0	0
GSE261774|GSE261774__GSM8151503_BC17087_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151503_BC17087_filtered_feature_bc_matr_cdf1b30606d1	GSE261774	Breast cancer	epithelial_solid_default	2701	789	1568	success	789	success	789	2701	0	0
GSE261774|GSE261774__GSM8151504_BC17100_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151504_BC17100_filtered_feature_bc_matr_6407c5518135	GSE261774	Breast cancer	epithelial_solid_default	1768	233	1231	success	233	success	233	1768	0	0
GSE261774|GSE261774__GSM8151505_BC17114_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151505_BC17114_filtered_feature_bc_matr_1fafefe9ba3a	GSE261774	Breast cancer	epithelial_solid_default	1549	7	1320	skipped_insufficient_cells	0	skipped_insufficient_cells	0	1549	0	0
GSE261774|GSE261774__GSM8151506_BC17121_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151506_BC17121_filtered_feature_bc_matr_4b467a49db42	GSE261774	Breast cancer	epithelial_solid_default	2862	8	2577	skipped_insufficient_cells	0	skipped_insufficient_cells	0	2862	0	0
GSE261774|GSE261774__GSM8151507_BC17122_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151507_BC17122_filtered_feature_bc_matr_83c1938f31bf	GSE261774	Breast cancer	epithelial_solid_default	1119	481	499	success	481	success	481	1119	0	0
GSE261774|GSE261774__GSM8151508_BC17134_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151508_BC17134_filtered_feature_bc_matr_583188e3492e	GSE261774	Breast cancer	epithelial_solid_default	1673	0	1517	skipped_insufficient_cells	0	skipped_insufficient_cells	0	1673	0	0
GSE261774|GSE261774__GSM8151509_BC17140_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151509_BC17140_filtered_feature_bc_matr_8c7448a50b28	GSE261774	Breast cancer	epithelial_solid_default	1422	1	1285	skipped_insufficient_cells	0	skipped_insufficient_cells	0	1422	0	0
GSE261774|GSE261774__GSM8151510_BC17146_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151510_BC17146_filtered_feature_bc_matr_85da43ba520a	GSE261774	Breast cancer	epithelial_solid_default	2153	1588	314	success	1588	success	1588	2153	0	0
GSE261774|GSE261774__GSM8151511_BC17148_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151511_BC17148_filtered_feature_bc_matr_029612231d1d	GSE261774	Breast cancer	epithelial_solid_default	1016	216	607	success	216	success	216	1016	0	0
GSE261774|GSE261774__GSM8151512_BC17157_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151512_BC17157_filtered_feature_bc_matr_12dcc17f50c2	GSE261774	Breast cancer	epithelial_solid_default	1956	0	1679	skipped_insufficient_cells	0	skipped_insufficient_cells	0	1956	0	0
GSE261774|GSE261774__GSM8151513_BC17166_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151513_BC17166_filtered_feature_bc_matr_a652bc18e46a	GSE261774	Breast cancer	epithelial_solid_default	2914	1	2731	skipped_insufficient_cells	0	skipped_insufficient_cells	0	2914	0	0
GSE261774|GSE261774__GSM8151514_BC17172_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151514_BC17172_filtered_feature_bc_matr_09a200dce7f8	GSE261774	Breast cancer	epithelial_solid_default	2802	4	1984	skipped_insufficient_cells	0	skipped_insufficient_cells	0	2802	0	0
GSE261774|GSE261774__GSM8151515_BC18050_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151515_BC18050_filtered_feature_bc_matr_3a8074f8cb1c	GSE261774	Breast cancer	epithelial_solid_default	2275	5	1516	skipped_insufficient_cells	0	skipped_insufficient_cells	0	2275	0	0
GSE261774|GSE261774__GSM8151516_BC18051_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151516_BC18051_filtered_feature_bc_matr_cd6b9ecda387	GSE261774	Breast cancer	epithelial_solid_default	2042	14	1576	skipped_insufficient_cells	0	skipped_insufficient_cells	0	2042	0	0
GSE261774|GSE261774__GSM8151517_BC19104_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151517_BC19104_filtered_feature_bc_matr_bbeb33cbdced	GSE261774	Breast cancer	epithelial_solid_default	3173	4	1699	skipped_insufficient_cells	0	skipped_insufficient_cells	0	3173	0	0
GSE261774|GSE261774__GSM8151518_BC19108_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151518_BC19108_filtered_feature_bc_matr_1b13eae0a898	GSE261774	Breast cancer	epithelial_solid_default	2880	0	2733	skipped_insufficient_cells	0	skipped_insufficient_cells	0	2880	0	0
GSE261774|GSE261774__GSM8151519_BC19115_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151519_BC19115_filtered_feature_bc_matr_19a3f57a07b8	GSE261774	Breast cancer	epithelial_solid_default	3449	13	1662	skipped_insufficient_cells	0	skipped_insufficient_cells	0	3449	0	0
GSE261774|GSE261774__GSM8151520_BC19127_filtered_feature_bc_matrix.h5	GSE261774_GSE261774__GSM8151520_BC19127_filtered_feature_bc_matr_c09250c55824	GSE261774	Breast cancer	epithelial_solid_default	3600	0	3022	skipped_insufficient_cells	0	skipped_insufficient_cells	0	3600	0	0
GSE200997|B_cac10	GSE200997_B_cac10_8c7d022ec7a9	GSE200997	CRC	epithelial_solid_default	2515	230	1975	success	230	success	230	2515	0	0
GSE200997|B_cac11	GSE200997_B_cac11_77c76e56d979	GSE200997	CRC	epithelial_solid_default	4201	150	3496	success	150	skipped_insufficient_cells	0	4201	0	0
GSE200997|B_cac14	GSE200997_B_cac14_9f1dbacca8a0	GSE200997	CRC	epithelial_solid_default	4311	52	3741	success	52	skipped_insufficient_cells	0	4311	0	0
GSE200997|B_cac15	GSE200997_B_cac15_2fd5e051a315	GSE200997	CRC	epithelial_solid_default	761	223	461	success	223	success	223	761	0	0
GSE200997|B_cac4	GSE200997_B_cac4_2fbce8115862	GSE200997	CRC	epithelial_solid_default	2285	144	1841	success	144	skipped_insufficient_cells	0	2285	0	0
GSE200997|B_cac6	GSE200997_B_cac6_50afbd0aee93	GSE200997	CRC	epithelial_solid_default	516	56	374	success	56	skipped_insufficient_cells	0	516	0	0
GSE200997|B_cac7	GSE200997_B_cac7_fe141dc09f51	GSE200997	CRC	epithelial_solid_default	1427	554	663	success	554	success	554	1427	0	0
GSE200997|T_cac1	GSE200997_T_cac1_821833dfd1c2	GSE200997	CRC	epithelial_solid_default	1198	862	180	success	862	success	862	1198	0	0
GSE200997|T_cac10	GSE200997_T_cac10_360ca6b7de16	GSE200997	CRC	epithelial_solid_default	611	25	519	skipped_insufficient_cells	0	skipped_insufficient_cells	0	611	0	0
GSE200997|T_cac11	GSE200997_T_cac11_705ddf230f97	GSE200997	CRC	epithelial_solid_default	2509	566	1701	success	566	success	566	2509	0	0
GSE200997|T_cac12	GSE200997_T_cac12_f5a6abf17a6e	GSE200997	CRC	epithelial_solid_default	3621	129	2958	success	129	skipped_insufficient_cells	0	3621	0	0
GSE200997|T_cac13	GSE200997_T_cac13_a79ffc7e3fc4	GSE200997	CRC	epithelial_solid_default	2590	11	2163	skipped_insufficient_cells	0	skipped_insufficient_cells	0	2590	0	0
GSE200997|T_cac14	GSE200997_T_cac14_bca38a895669	GSE200997	CRC	epithelial_solid_default	3407	621	2437	success	621	success	621	3407	0	0
GSE200997|T_cac15	GSE200997_T_cac15_bf2fec7b828f	GSE200997	CRC	epithelial_solid_default	3468	25	2886	skipped_insufficient_cells	0	skipped_insufficient_cells	0	3468	0	0
GSE200997|T_cac16	GSE200997_T_cac16_1ad54970a432	GSE200997	CRC	epithelial_solid_default	1248	51	1001	success	51	skipped_insufficient_cells	0	1248	0	0
GSE200997|T_cac2	GSE200997_T_cac2_bbd5085fabb0	GSE200997	CRC	epithelial_solid_default	1671	1022	233	success	1022	success	1022	1671	0	0
