sample_uid	sample_token	gse_id	cancer_type	candidate_policy	n_cells	n_candidate	n_reference	infercnv_status	copykat_status	explanation
GSE297041|TWDD_CE468_XB1_1_HPV	GSE297041_TWDD_CE468_XB1_1_HPV_776b4d0201ac	GSE297041	Cervical cancer	epithelial_solid_default	2769	26	1627	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE297041|TWDD_CE468_XB2_2_HPV	GSE297041_TWDD_CE468_XB2_2_HPV_c1ab217de79c	GSE297041	Cervical cancer	epithelial_solid_default	132	1	58	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE297041|TWDD_CE468_XB3_2_HPV	GSE297041_TWDD_CE468_XB3_2_HPV_cae6077124fe	GSE297041	Cervical cancer	epithelial_solid_default	313	31	174	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392398_RCC-PR6-Normal.csv	GSE178481_GSE178481__GSM5392398_RCC-PR6-Normal.csv_2f6de0e4e3d4	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	1026	13	625	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392400_RCC-PR8-Normal.csv	GSE178481_GSE178481__GSM5392400_RCC-PR8-Normal.csv_181709a2bca3	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	1162	2	961	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392401_RCC-PR7-PTumor.csv	GSE178481_GSE178481__GSM5392401_RCC-PR7-PTumor.csv_fc7aace6f883	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	2991	158	1637	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392402_RCC-PR9-Normal.csv	GSE178481_GSE178481__GSM5392402_RCC-PR9-Normal.csv_20479ef5a3fb	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	3089	34	2348	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392403_RCC-PR9-PTumor.csv	GSE178481_GSE178481__GSM5392403_RCC-PR9-PTumor.csv_adab2fa73ffc	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	4950	9	4408	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392404_RCC-PR9-PTumor2.csv	GSE178481_GSE178481__GSM5392404_RCC-PR9-PTumor2.csv_343a4c073fe8	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	4767	11	3676	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392405_RCC-PR5-Normal.csv	GSE178481_GSE178481__GSM5392405_RCC-PR5-Normal.csv_241c6cc889e2	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	3253	4	2872	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392406_RCC-PR5-PTumor1.csv	GSE178481_GSE178481__GSM5392406_RCC-PR5-PTumor1.csv_454641ad3b62	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	6191	17	5136	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392407_RCC-PR5-PTumor2.csv	GSE178481_GSE178481__GSM5392407_RCC-PR5-PTumor2.csv_bafbdcfad466	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	4085	3	3367	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392408_RCC-PR5-PTumor3.csv	GSE178481_GSE178481__GSM5392408_RCC-PR5-PTumor3.csv_175c06b8b85e	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	5367	7	4435	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392409_RCC-BM1-PTumor.csv	GSE178481_GSE178481__GSM5392409_RCC-BM1-PTumor.csv_f6aa319a11f0	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	6527	5	5819	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392411_RCC-BM2-PTumor1.csv	GSE178481_GSE178481__GSM5392411_RCC-BM2-PTumor1.csv_4678cb0656f7	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	4038	13	3337	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392412_RCC-BM2-PTumor2.csv	GSE178481_GSE178481__GSM5392412_RCC-BM2-PTumor2.csv_b706701c489c	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	4223	19	3837	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392414_RCC-PR1-Normal.csv	GSE178481_GSE178481__GSM5392414_RCC-PR1-Normal.csv_012465b8521e	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	1233	102	753	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392416_RCC-PR2-Normal.csv	GSE178481_GSE178481__GSM5392416_RCC-PR2-Normal.csv_11e5840c27b0	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	917	69	518	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392417_RCC-PR2-PTumor.csv	GSE178481_GSE178481__GSM5392417_RCC-PR2-PTumor.csv_58a69499ed08	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	4654	27	3666	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392418_RCC-PR4-Normal.csv	GSE178481_GSE178481__GSM5392418_RCC-PR4-Normal.csv_ee021aef40fb	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	743	4	626	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392419_RCC-PR4-PTumor.csv	GSE178481_GSE178481__GSM5392419_RCC-PR4-PTumor.csv_be6fc4686971	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	4816	49	4271	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392421_RCC-PR3-PTumor1.csv	GSE178481_GSE178481__GSM5392421_RCC-PR3-PTumor1.csv_64738d5d548f	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	6999	31	6267	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392422_RCC-PR3-PTumor2.csv	GSE178481_GSE178481__GSM5392422_RCC-PR3-PTumor2.csv_9ca091f74fe8	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	5947	42	4416	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE178481|GSE178481__GSM5392423_RCC-PR3-PTumor3.csv	GSE178481_GSE178481__GSM5392423_RCC-PR3-PTumor3.csv_56a8aff36d09	GSE178481	Clear cell renal cell carcinoma	epithelial_solid_default	7830	188	5689	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE269826|T17A	GSE269826_T17A_14e09f97a17b	GSE269826	Clear cell renal cell carcinoma	epithelial_solid_default	1170	1161	2	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE269826|T17B	GSE269826_T17B_d23291c593e0	GSE269826	Clear cell renal cell carcinoma	epithelial_solid_default	405	387	7	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE269826|T17C	GSE269826_T17C_93dc2443e9a8	GSE269826	Clear cell renal cell carcinoma	epithelial_solid_default	185	157	14	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE269826|T17D	GSE269826_T17D_6025fd7b4409	GSE269826	Clear cell renal cell carcinoma	epithelial_solid_default	788	747	5	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE269826|T17E	GSE269826_T17E_94a67c67cf7f	GSE269826	Clear cell renal cell carcinoma	epithelial_solid_default	191	163	13	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE269826|T17F	GSE269826_T17F_f087f0e8268c	GSE269826	Clear cell renal cell carcinoma	epithelial_solid_default	160	149	4	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE269826|T17G	GSE269826_T17G_3f96986471dc	GSE269826	Clear cell renal cell carcinoma	epithelial_solid_default	512	437	39	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE132465|GSE132465__SMC01-N	GSE132465_GSE132465__SMC01-N_34578b51595d	GSE132465	Colorectal cancer	epithelial_solid_default	1460	30	1053	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC02-N	GSE132465_GSE132465__SMC02-N_184fd0e5042f	GSE132465	Colorectal cancer	epithelial_solid_default	729	23	497	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC02-T	GSE132465_GSE132465__SMC02-T_4f9e4c007e0b	GSE132465	Colorectal cancer	epithelial_solid_default	1067	72	789	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC03-N	GSE132465_GSE132465__SMC03-N_e09b6d775ce7	GSE132465	Colorectal cancer	epithelial_solid_default	758	8	730	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC04-N	GSE132465_GSE132465__SMC04-N_90f0ab6163a2	GSE132465	Colorectal cancer	epithelial_solid_default	1016	24	629	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC04-T	GSE132465_GSE132465__SMC04-T_aafa79c2b827	GSE132465	Colorectal cancer	epithelial_solid_default	1264	55	827	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC05-N	GSE132465_GSE132465__SMC05-N_d25882946c6f	GSE132465	Colorectal cancer	epithelial_solid_default	690	17	494	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC05-T	GSE132465_GSE132465__SMC05-T_db5fdade4df0	GSE132465	Colorectal cancer	epithelial_solid_default	506	1	482	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC06-N	GSE132465_GSE132465__SMC06-N_6c02c4d61107	GSE132465	Colorectal cancer	epithelial_solid_default	926	5	869	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC06-T	GSE132465_GSE132465__SMC06-T_3eb6bdd959aa	GSE132465	Colorectal cancer	epithelial_solid_default	1042	3	930	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC07-N	GSE132465_GSE132465__SMC07-N_a0ff3f05c018	GSE132465	Colorectal cancer	epithelial_solid_default	1469	14	1115	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC07-T	GSE132465_GSE132465__SMC07-T_6b2ac9a4db3a	GSE132465	Colorectal cancer	epithelial_solid_default	2568	98	2239	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC08-N	GSE132465_GSE132465__SMC08-N_e64babee98cd	GSE132465	Colorectal cancer	epithelial_solid_default	1110	0	1028	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC08-T	GSE132465_GSE132465__SMC08-T_fe1d9547f462	GSE132465	Colorectal cancer	epithelial_solid_default	1374	106	1102	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC09-N	GSE132465_GSE132465__SMC09-N_31533aadacb7	GSE132465	Colorectal cancer	epithelial_solid_default	588	29	432	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC10-N	GSE132465_GSE132465__SMC10-N_df1685dfac57	GSE132465	Colorectal cancer	epithelial_solid_default	1361	19	663	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC11-T	GSE132465_GSE132465__SMC11-T_058e95446b55	GSE132465	Colorectal cancer	epithelial_solid_default	1129	27	985	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC14-T	GSE132465_GSE132465__SMC14-T_df1f58d556dc	GSE132465	Colorectal cancer	epithelial_solid_default	1224	31	818	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC15-T	GSE132465_GSE132465__SMC15-T_0ab61b734078	GSE132465	Colorectal cancer	epithelial_solid_default	1388	24	1074	skipped_insufficient_cells	skipped_insufficient_cells	inferCNVpy: candidate/reference below method threshold; Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC16-T	GSE132465_GSE132465__SMC16-T_f2c11e61cea4	GSE132465	Colorectal cancer	epithelial_solid_default	2300	2281	16	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE132465|GSE132465__SMC18-T	GSE132465_GSE132465__SMC18-T_c1a56f9be271	GSE132465	Colorectal cancer	epithelial_solid_default	1252	1198	20	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE132465|GSE132465__SMC19-T	GSE132465_GSE132465__SMC19-T_5d78088be279	GSE132465	Colorectal cancer	epithelial_solid_default	1017	62	922	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC22-T	GSE132465_GSE132465__SMC22-T_0f89f28b9a36	GSE132465	Colorectal cancer	epithelial_solid_default	1605	1497	38	skipped_insufficient_cells	success	inferCNVpy: candidate/reference below method threshold
GSE132465|GSE132465__SMC24-T	GSE132465_GSE132465__SMC24-T_0a4673a3678d	GSE132465	Colorectal cancer	epithelial_solid_default	1035	54	769	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
GSE132465|GSE132465__SMC25-T	GSE132465_GSE132465__SMC25-T_4b899b4dd97b	GSE132465	Colorectal cancer	epithelial_solid_default	1102	58	968	success	skipped_insufficient_cells	Copykat_python: candidate/reference below method threshold
